GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
est72016sex0_age78,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 78
est72016sex1_age78,Population Estimate (as of July 1) - 2016 - Male; Total - 78
est72016sex2_age78,Population Estimate (as of July 1) - 2016 - Female; Total - 78
est72017sex0_age78,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 78
est72017sex1_age78,Population Estimate (as of July 1) - 2017 - Male; Total - 78
est72017sex2_age78,Population Estimate (as of July 1) - 2017 - Female; Total - 78
est72018sex0_age78,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 78
est72018sex1_age78,Population Estimate (as of July 1) - 2018 - Male; Total - 78
est72018sex2_age78,Population Estimate (as of July 1) - 2018 - Female; Total - 78
cen42010sex0_age79,"April 1, 2010 - Census - Both Sexes; Total - 79"
cen42010sex1_age79,"April 1, 2010 - Census - Male; Total - 79"
cen42010sex2_age79,"April 1, 2010 - Census - Female; Total - 79"
est42010sex0_age79,"April 1, 2010 - Estimates Base - Both Sexes; Total - 79"
est42010sex1_age79,"April 1, 2010 - Estimates Base - Male; Total - 79"
est42010sex2_age79,"April 1, 2010 - Estimates Base - Female; Total - 79"
est72010sex0_age79,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 79
est72010sex1_age79,Population Estimate (as of July 1) - 2010 - Male; Total - 79
est72010sex2_age79,Population Estimate (as of July 1) - 2010 - Female; Total - 79
est72011sex0_age79,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 79
est72011sex1_age79,Population Estimate (as of July 1) - 2011 - Male; Total - 79
est72011sex2_age79,Population Estimate (as of July 1) - 2011 - Female; Total - 79
est72012sex0_age79,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 79
est72012sex1_age79,Population Estimate (as of July 1) - 2012 - Male; Total - 79
est72012sex2_age79,Population Estimate (as of July 1) - 2012 - Female; Total - 79
est72013sex0_age79,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 79
est72013sex1_age79,Population Estimate (as of July 1) - 2013 - Male; Total - 79
est72013sex2_age79,Population Estimate (as of July 1) - 2013 - Female; Total - 79
est72014sex0_age79,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 79
est72014sex1_age79,Population Estimate (as of July 1) - 2014 - Male; Total - 79
est72014sex2_age79,Population Estimate (as of July 1) - 2014 - Female; Total - 79
est72015sex0_age79,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 79
est72015sex1_age79,Population Estimate (as of July 1) - 2015 - Male; Total - 79
est72015sex2_age79,Population Estimate (as of July 1) - 2015 - Female; Total - 79
est72016sex0_age79,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 79
est72016sex1_age79,Population Estimate (as of July 1) - 2016 - Male; Total - 79
est72016sex2_age79,Population Estimate (as of July 1) - 2016 - Female; Total - 79
est72017sex0_age79,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 79
est72017sex1_age79,Population Estimate (as of July 1) - 2017 - Male; Total - 79
est72017sex2_age79,Population Estimate (as of July 1) - 2017 - Female; Total - 79
est72018sex0_age79,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 79
est72018sex1_age79,Population Estimate (as of July 1) - 2018 - Male; Total - 79
est72018sex2_age79,Population Estimate (as of July 1) - 2018 - Female; Total - 79
cen42010sex0_age80,"April 1, 2010 - Census - Both Sexes; Total - 80"
cen42010sex1_age80,"April 1, 2010 - Census - Male; Total - 80"
cen42010sex2_age80,"April 1, 2010 - Census - Female; Total - 80"
est42010sex0_age80,"April 1, 2010 - Estimates Base - Both Sexes; Total - 80"
est42010sex1_age80,"April 1, 2010 - Estimates Base - Male; Total - 80"
est42010sex2_age80,"April 1, 2010 - Estimates Base - Female; Total - 80"
est72010sex0_age80,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 80
est72010sex1_age80,Population Estimate (as of July 1) - 2010 - Male; Total - 80
est72010sex2_age80,Population Estimate (as of July 1) - 2010 - Female; Total - 80
est72011sex0_age80,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 80
est72011sex1_age80,Population Estimate (as of July 1) - 2011 - Male; Total - 80
est72011sex2_age80,Population Estimate (as of July 1) - 2011 - Female; Total - 80
est72012sex0_age80,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 80
est72012sex1_age80,Population Estimate (as of July 1) - 2012 - Male; Total - 80
est72012sex2_age80,Population Estimate (as of July 1) - 2012 - Female; Total - 80
est72013sex0_age80,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 80
est72013sex1_age80,Population Estimate (as of July 1) - 2013 - Male; Total - 80
est72013sex2_age80,Population Estimate (as of July 1) - 2013 - Female; Total - 80
est72014sex0_age80,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 80
est72014sex1_age80,Population Estimate (as of July 1) - 2014 - Male; Total - 80
est72014sex2_age80,Population Estimate (as of July 1) - 2014 - Female; Total - 80
est72015sex0_age80,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 80
est72015sex1_age80,Population Estimate (as of July 1) - 2015 - Male; Total - 80
est72015sex2_age80,Population Estimate (as of July 1) - 2015 - Female; Total - 80
est72016sex0_age80,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 80
est72016sex1_age80,Population Estimate (as of July 1) - 2016 - Male; Total - 80
est72016sex2_age80,Population Estimate (as of July 1) - 2016 - Female; Total - 80
est72017sex0_age80,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 80
est72017sex1_age80,Population Estimate (as of July 1) - 2017 - Male; Total - 80
est72017sex2_age80,Population Estimate (as of July 1) - 2017 - Female; Total - 80
est72018sex0_age80,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 80
est72018sex1_age80,Population Estimate (as of July 1) - 2018 - Male; Total - 80
est72018sex2_age80,Population Estimate (as of July 1) - 2018 - Female; Total - 80
cen42010sex0_age81,"April 1, 2010 - Census - Both Sexes; Total - 81"
cen42010sex1_age81,"April 1, 2010 - Census - Male; Total - 81"
cen42010sex2_age81,"April 1, 2010 - Census - Female; Total - 81"
est42010sex0_age81,"April 1, 2010 - Estimates Base - Both Sexes; Total - 81"
est42010sex1_age81,"April 1, 2010 - Estimates Base - Male; Total - 81"
est42010sex2_age81,"April 1, 2010 - Estimates Base - Female; Total - 81"
est72010sex0_age81,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 81
est72010sex1_age81,Population Estimate (as of July 1) - 2010 - Male; Total - 81
est72010sex2_age81,Population Estimate (as of July 1) - 2010 - Female; Total - 81
est72011sex0_age81,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 81
est72011sex1_age81,Population Estimate (as of July 1) - 2011 - Male; Total - 81
est72011sex2_age81,Population Estimate (as of July 1) - 2011 - Female; Total - 81
est72012sex0_age81,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 81
est72012sex1_age81,Population Estimate (as of July 1) - 2012 - Male; Total - 81
est72012sex2_age81,Population Estimate (as of July 1) - 2012 - Female; Total - 81
est72013sex0_age81,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 81
est72013sex1_age81,Population Estimate (as of July 1) - 2013 - Male; Total - 81
est72013sex2_age81,Population Estimate (as of July 1) - 2013 - Female; Total - 81
est72014sex0_age81,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 81
est72014sex1_age81,Population Estimate (as of July 1) - 2014 - Male; Total - 81
est72014sex2_age81,Population Estimate (as of July 1) - 2014 - Female; Total - 81
est72015sex0_age81,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 81
est72015sex1_age81,Population Estimate (as of July 1) - 2015 - Male; Total - 81
est72015sex2_age81,Population Estimate (as of July 1) - 2015 - Female; Total - 81
est72016sex0_age81,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 81
est72016sex1_age81,Population Estimate (as of July 1) - 2016 - Male; Total - 81
est72016sex2_age81,Population Estimate (as of July 1) - 2016 - Female; Total - 81
est72017sex0_age81,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 81
est72017sex1_age81,Population Estimate (as of July 1) - 2017 - Male; Total - 81
est72017sex2_age81,Population Estimate (as of July 1) - 2017 - Female; Total - 81
est72018sex0_age81,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 81
est72018sex1_age81,Population Estimate (as of July 1) - 2018 - Male; Total - 81
est72018sex2_age81,Population Estimate (as of July 1) - 2018 - Female; Total - 81
cen42010sex0_age82,"April 1, 2010 - Census - Both Sexes; Total - 82"
cen42010sex1_age82,"April 1, 2010 - Census - Male; Total - 82"
cen42010sex2_age82,"April 1, 2010 - Census - Female; Total - 82"
est42010sex0_age82,"April 1, 2010 - Estimates Base - Both Sexes; Total - 82"
est42010sex1_age82,"April 1, 2010 - Estimates Base - Male; Total - 82"
est42010sex2_age82,"April 1, 2010 - Estimates Base - Female; Total - 82"
est72010sex0_age82,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 82
est72010sex1_age82,Population Estimate (as of July 1) - 2010 - Male; Total - 82
est72010sex2_age82,Population Estimate (as of July 1) - 2010 - Female; Total - 82
est72011sex0_age82,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 82
est72011sex1_age82,Population Estimate (as of July 1) - 2011 - Male; Total - 82
est72011sex2_age82,Population Estimate (as of July 1) - 2011 - Female; Total - 82
est72012sex0_age82,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 82
est72012sex1_age82,Population Estimate (as of July 1) - 2012 - Male; Total - 82
est72012sex2_age82,Population Estimate (as of July 1) - 2012 - Female; Total - 82
est72013sex0_age82,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 82
est72013sex1_age82,Population Estimate (as of July 1) - 2013 - Male; Total - 82
est72013sex2_age82,Population Estimate (as of July 1) - 2013 - Female; Total - 82
est72014sex0_age82,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 82
est72014sex1_age82,Population Estimate (as of July 1) - 2014 - Male; Total - 82
est72014sex2_age82,Population Estimate (as of July 1) - 2014 - Female; Total - 82
est72015sex0_age82,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 82
est72015sex1_age82,Population Estimate (as of July 1) - 2015 - Male; Total - 82
est72015sex2_age82,Population Estimate (as of July 1) - 2015 - Female; Total - 82
est72016sex0_age82,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 82
est72016sex1_age82,Population Estimate (as of July 1) - 2016 - Male; Total - 82
est72016sex2_age82,Population Estimate (as of July 1) - 2016 - Female; Total - 82
est72017sex0_age82,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 82
est72017sex1_age82,Population Estimate (as of July 1) - 2017 - Male; Total - 82
est72017sex2_age82,Population Estimate (as of July 1) - 2017 - Female; Total - 82
est72018sex0_age82,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 82
est72018sex1_age82,Population Estimate (as of July 1) - 2018 - Male; Total - 82
est72018sex2_age82,Population Estimate (as of July 1) - 2018 - Female; Total - 82
cen42010sex0_age83,"April 1, 2010 - Census - Both Sexes; Total - 83"
cen42010sex1_age83,"April 1, 2010 - Census - Male; Total - 83"
cen42010sex2_age83,"April 1, 2010 - Census - Female; Total - 83"
est42010sex0_age83,"April 1, 2010 - Estimates Base - Both Sexes; Total - 83"
est42010sex1_age83,"April 1, 2010 - Estimates Base - Male; Total - 83"
est42010sex2_age83,"April 1, 2010 - Estimates Base - Female; Total - 83"
est72010sex0_age83,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 83
est72010sex1_age83,Population Estimate (as of July 1) - 2010 - Male; Total - 83
est72010sex2_age83,Population Estimate (as of July 1) - 2010 - Female; Total - 83
est72011sex0_age83,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 83
est72011sex1_age83,Population Estimate (as of July 1) - 2011 - Male; Total - 83
est72011sex2_age83,Population Estimate (as of July 1) - 2011 - Female; Total - 83
est72012sex0_age83,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 83
est72012sex1_age83,Population Estimate (as of July 1) - 2012 - Male; Total - 83
est72012sex2_age83,Population Estimate (as of July 1) - 2012 - Female; Total - 83
est72013sex0_age83,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 83
est72013sex1_age83,Population Estimate (as of July 1) - 2013 - Male; Total - 83
est72013sex2_age83,Population Estimate (as of July 1) - 2013 - Female; Total - 83
est72014sex0_age83,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 83
est72014sex1_age83,Population Estimate (as of July 1) - 2014 - Male; Total - 83
est72014sex2_age83,Population Estimate (as of July 1) - 2014 - Female; Total - 83
est72015sex0_age83,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 83
est72015sex1_age83,Population Estimate (as of July 1) - 2015 - Male; Total - 83
est72015sex2_age83,Population Estimate (as of July 1) - 2015 - Female; Total - 83
est72016sex0_age83,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 83
est72016sex1_age83,Population Estimate (as of July 1) - 2016 - Male; Total - 83
est72016sex2_age83,Population Estimate (as of July 1) - 2016 - Female; Total - 83
est72017sex0_age83,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 83
est72017sex1_age83,Population Estimate (as of July 1) - 2017 - Male; Total - 83
est72017sex2_age83,Population Estimate (as of July 1) - 2017 - Female; Total - 83
est72018sex0_age83,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 83
est72018sex1_age83,Population Estimate (as of July 1) - 2018 - Male; Total - 83
est72018sex2_age83,Population Estimate (as of July 1) - 2018 - Female; Total - 83
cen42010sex0_age84,"April 1, 2010 - Census - Both Sexes; Total - 84"
cen42010sex1_age84,"April 1, 2010 - Census - Male; Total - 84"
cen42010sex2_age84,"April 1, 2010 - Census - Female; Total - 84"
est42010sex0_age84,"April 1, 2010 - Estimates Base - Both Sexes; Total - 84"
est42010sex1_age84,"April 1, 2010 - Estimates Base - Male; Total - 84"
est42010sex2_age84,"April 1, 2010 - Estimates Base - Female; Total - 84"
est72010sex0_age84,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 84
est72010sex1_age84,Population Estimate (as of July 1) - 2010 - Male; Total - 84
est72010sex2_age84,Population Estimate (as of July 1) - 2010 - Female; Total - 84
est72011sex0_age84,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 84
est72011sex1_age84,Population Estimate (as of July 1) - 2011 - Male; Total - 84
est72011sex2_age84,Population Estimate (as of July 1) - 2011 - Female; Total - 84
est72012sex0_age84,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 84
est72012sex1_age84,Population Estimate (as of July 1) - 2012 - Male; Total - 84
est72012sex2_age84,Population Estimate (as of July 1) - 2012 - Female; Total - 84
est72013sex0_age84,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 84
est72013sex1_age84,Population Estimate (as of July 1) - 2013 - Male; Total - 84
est72013sex2_age84,Population Estimate (as of July 1) - 2013 - Female; Total - 84
est72014sex0_age84,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 84
est72014sex1_age84,Population Estimate (as of July 1) - 2014 - Male; Total - 84
est72014sex2_age84,Population Estimate (as of July 1) - 2014 - Female; Total - 84
